2018-08-10 12:22:24,co2eq,400,tvoc,0
2018-08-10 12:22:25,co2eq,400,tvoc,0
2018-08-10 12:22:26,co2eq,400,tvoc,0
2018-08-10 12:22:27,co2eq,400,tvoc,0
2018-08-10 12:22:29,co2eq,400,tvoc,0
2018-08-10 12:22:30,co2eq,400,tvoc,0
2018-08-10 12:22:31,co2eq,400,tvoc,0
2018-08-10 12:22:32,co2eq,400,tvoc,0
2018-08-10 12:22:34,co2eq,400,tvoc,0
2018-08-10 12:22:35,co2eq,400,tvoc,0
2018-08-10 12:22:36,co2eq,400,tvoc,0
2018-08-10 12:22:37,co2eq,400,tvoc,0
2018-08-10 12:22:39,co2eq,878,tvoc,289
2018-08-10 12:22:40,co2eq,870,tvoc,293
2018-08-10 12:22:41,co2eq,870,tvoc,288
2018-08-10 12:22:42,co2eq,867,tvoc,282
2018-08-10 12:22:44,co2eq,869,tvoc,292
2018-08-10 12:22:45,co2eq,867,tvoc,289
2018-08-10 12:22:46,co2eq,864,tvoc,283
2018-08-10 12:22:47,co2eq,872,tvoc,285
2018-08-10 12:22:49,co2eq,882,tvoc,284
2018-08-10 12:22:50,co2eq,882,tvoc,289
2018-08-10 12:22:51,co2eq,865,tvoc,291
2018-08-10 12:22:52,co2eq,876,tvoc,295
2018-08-10 12:22:54,co2eq,865,tvoc,287
2018-08-10 12:22:55,co2eq,876,tvoc,292
2018-08-10 12:22:56,co2eq,886,tvoc,285
2018-08-10 12:22:57,co2eq,870,tvoc,289
2018-08-10 12:22:59,co2eq,874,tvoc,281
2018-08-10 12:23:00,co2eq,876,tvoc,290
2018-08-10 12:23:01,co2eq,870,tvoc,289
2018-08-10 12:23:02,co2eq,873,tvoc,286
2018-08-10 12:23:04,co2eq,870,tvoc,295
2018-08-10 12:23:05,co2eq,866,tvoc,286
2018-08-10 12:23:06,co2eq,869,tvoc,288
2018-08-10 12:23:07,co2eq,872,tvoc,288
2018-08-10 12:23:09,co2eq,876,tvoc,287
2018-08-10 12:23:10,co2eq,873,tvoc,289
2018-08-10 12:23:11,co2eq,874,tvoc,293
2018-08-10 12:23:12,co2eq,867,tvoc,283
2018-08-10 12:23:14,co2eq,870,tvoc,286
2018-08-10 12:23:15,co2eq,875,tvoc,293
2018-08-10 12:23:16,co2eq,863,tvoc,287
2018-08-10 12:23:17,co2eq,870,tvoc,284
2018-08-10 12:23:19,co2eq,872,tvoc,294
2018-08-10 12:23:20,co2eq,870,tvoc,286
2018-08-10 12:23:21,co2eq,877,tvoc,294
2018-08-10 12:23:22,co2eq,872,tvoc,281
2018-08-10 12:23:24,co2eq,868,tvoc,286
2018-08-10 12:23:25,co2eq,877,tvoc,289
2018-08-10 12:23:26,co2eq,876,tvoc,297
2018-08-10 12:23:27,co2eq,879,tvoc,293
2018-08-10 12:23:29,co2eq,869,tvoc,293
2018-08-10 12:23:30,co2eq,867,tvoc,292
2018-08-10 12:23:31,co2eq,876,tvoc,277
2018-08-10 12:23:32,co2eq,868,tvoc,280
2018-08-10 12:23:34,co2eq,879,tvoc,294
2018-08-10 12:23:35,co2eq,887,tvoc,297
2018-08-10 12:23:36,co2eq,865,tvoc,289
2018-08-10 12:23:37,co2eq,871,tvoc,288
2018-08-10 12:23:39,co2eq,869,tvoc,293
2018-08-10 12:23:40,co2eq,876,tvoc,287
2018-08-10 12:23:41,co2eq,871,tvoc,288
2018-08-10 12:23:42,co2eq,867,tvoc,293
2018-08-10 12:23:44,co2eq,875,tvoc,286
2018-08-10 12:23:45,co2eq,872,tvoc,293
2018-08-10 12:23:46,co2eq,872,tvoc,293
